,symbol,date,close
122,AAPL,2024-07-09,228.68
123,AAPL,2024-07-08,227.82
124,AAPL,2024-07-05,226.34
125,AAPL,2024-07-03,221.55
126,AAPL,2024-07-02,220.27
127,AAPL,2024-07-01,216.75
128,AAPL,2024-06-28,210.62
129,AAPL,2024-06-27,214.1
130,AAPL,2024-06-26,213.25
131,AAPL,2024-06-25,209.07
132,AAPL,2024-06-24,208.14
133,AAPL,2024-06-21,207.49
134,AAPL,2024-06-20,209.68
135,AAPL,2024-06-18,214.29
136,AAPL,2024-06-17,216.67
137,AAPL,2024-06-14,212.49
138,AAPL,2024-06-13,214.24
139,AAPL,2024-06-12,213.07
140,AAPL,2024-06-11,207.15
141,AAPL,2024-06-10,193.12
142,AAPL,2024-06-07,196.89
143,AAPL,2024-06-06,194.48
144,AAPL,2024-06-05,195.87
145,AAPL,2024-06-04,194.35
146,AAPL,2024-06-03,194.03
147,AAPL,2024-05-31,192.25
148,AAPL,2024-05-30,191.29
149,AAPL,2024-05-29,190.29
150,AAPL,2024-05-28,189.99
151,AAPL,2024-05-24,189.98
152,AAPL,2024-05-23,186.88
153,AAPL,2024-05-22,190.9
154,AAPL,2024-05-21,192.35
155,AAPL,2024-05-20,191.04
156,AAPL,2024-05-17,189.87
157,AAPL,2024-05-16,189.84
158,AAPL,2024-05-15,189.72
159,AAPL,2024-05-14,187.43
160,AAPL,2024-05-13,186.28
161,AAPL,2024-05-10,183.05
162,AAPL,2024-05-09,184.57
163,AAPL,2024-05-08,182.74
164,AAPL,2024-05-07,182.4
165,AAPL,2024-05-06,181.71
166,AAPL,2024-05-03,183.36
167,AAPL,2024-05-02,173.03
168,AAPL,2024-05-01,169.3
169,AAPL,2024-04-30,170.33
170,AAPL,2024-04-29,173.5
171,AAPL,2024-04-26,169.3
172,AAPL,2024-04-25,169.89
173,AAPL,2024-04-24,169.02
174,AAPL,2024-04-23,166.9
175,AAPL,2024-04-22,165.84
176,AAPL,2024-04-19,165.0
177,AAPL,2024-04-18,167.04
178,AAPL,2024-04-17,168.0
179,AAPL,2024-04-16,169.38
180,AAPL,2024-04-15,172.69
181,AAPL,2024-04-12,176.55
182,AAPL,2024-04-11,175.04
183,AAPL,2024-04-10,167.78
184,AAPL,2024-04-09,169.67
185,AAPL,2024-04-08,168.45
186,AAPL,2024-04-05,169.58
187,AAPL,2024-04-04,168.82
188,AAPL,2024-04-03,169.65
189,AAPL,2024-04-02,168.84
190,AAPL,2024-04-01,170.03
191,AAPL,2024-03-28,171.48
192,AAPL,2024-03-27,173.31
193,AAPL,2024-03-26,169.71
194,AAPL,2024-03-25,170.85
195,AAPL,2024-03-22,172.28
196,AAPL,2024-03-21,171.37
197,AAPL,2024-03-20,178.67
198,AAPL,2024-03-19,176.08
199,AAPL,2024-03-18,173.72
200,AAPL,2024-03-15,172.62
201,AAPL,2024-03-14,173.0
202,AAPL,2024-03-13,171.13
203,AAPL,2024-03-12,173.23
204,AAPL,2024-03-11,172.75
205,AAPL,2024-03-08,170.73
206,AAPL,2024-03-07,169.0
207,AAPL,2024-03-06,169.12
208,AAPL,2024-03-05,170.12
209,AAPL,2024-03-04,175.1
210,AAPL,2024-03-01,179.66
211,AAPL,2024-02-29,180.75
212,AAPL,2024-02-28,181.42
213,AAPL,2024-02-27,182.63
214,AAPL,2024-02-26,181.16
215,AAPL,2024-02-23,182.52
216,AAPL,2024-02-22,184.37
217,AAPL,2024-02-21,182.32
218,AAPL,2024-02-20,181.56
219,AAPL,2024-02-16,182.31
220,AAPL,2024-02-15,183.86
221,AAPL,2024-02-14,184.15
222,AAPL,2024-02-13,185.04
223,AAPL,2024-02-12,187.15
224,AAPL,2024-02-09,188.85
225,AAPL,2024-02-08,188.32
226,AAPL,2024-02-07,189.41
227,AAPL,2024-02-06,189.3
228,AAPL,2024-02-05,187.68
229,AAPL,2024-02-02,185.85
230,AAPL,2024-02-01,186.86
231,AAPL,2024-01-31,184.4
232,AAPL,2024-01-30,188.04
233,AAPL,2024-01-29,191.73
234,AAPL,2024-01-26,192.42
235,AAPL,2024-01-25,194.17
236,AAPL,2024-01-24,194.5
237,AAPL,2024-01-23,195.18
238,AAPL,2024-01-22,193.89
239,AAPL,2024-01-19,191.56
240,AAPL,2024-01-18,188.63
241,AAPL,2024-01-17,182.68
242,AAPL,2024-01-16,183.63
243,AAPL,2024-01-12,185.92
244,AAPL,2024-01-11,185.59
245,AAPL,2024-01-10,186.19
246,AAPL,2024-01-09,185.14
247,AAPL,2024-01-08,185.56
248,AAPL,2024-01-05,181.18
249,AAPL,2024-01-04,181.91
250,AAPL,2024-01-03,184.25
251,AAPL,2024-01-02,185.64
252,AAPL,2023-12-29,192.53
253,AAPL,2023-12-28,193.58
254,AAPL,2023-12-27,193.15
255,AAPL,2023-12-26,193.05
256,AAPL,2023-12-22,193.6
257,AAPL,2023-12-21,194.68
258,AAPL,2023-12-20,194.83
259,AAPL,2023-12-19,196.94
260,AAPL,2023-12-18,195.89
261,AAPL,2023-12-15,197.57
262,AAPL,2023-12-14,198.11
263,AAPL,2023-12-13,197.96
264,AAPL,2023-12-12,194.71
265,AAPL,2023-12-11,193.18
266,AAPL,2023-12-08,195.71
267,AAPL,2023-12-07,194.27
268,AAPL,2023-12-06,192.32
269,AAPL,2023-12-05,193.42
270,AAPL,2023-12-04,189.43
271,AAPL,2023-12-01,191.24
272,AAPL,2023-11-30,189.95
273,AAPL,2023-11-29,189.37
274,AAPL,2023-11-28,190.4
275,AAPL,2023-11-27,189.79
276,AAPL,2023-11-24,189.97
277,AAPL,2023-11-22,191.31
278,AAPL,2023-11-21,190.64
279,AAPL,2023-11-20,191.45
280,AAPL,2023-11-17,189.69
281,AAPL,2023-11-16,189.71
282,AAPL,2023-11-15,188.01
283,AAPL,2023-11-14,187.44
284,AAPL,2023-11-13,184.8
285,AAPL,2023-11-10,186.4
286,AAPL,2023-11-09,182.41
287,AAPL,2023-11-08,182.89
288,AAPL,2023-11-07,181.82
289,AAPL,2023-11-06,179.23
290,AAPL,2023-11-03,176.65
291,AAPL,2023-11-02,177.57
292,AAPL,2023-11-01,173.97
293,AAPL,2023-10-31,170.77
294,AAPL,2023-10-30,170.29
295,AAPL,2023-10-27,168.22
296,AAPL,2023-10-26,166.89
297,AAPL,2023-10-25,171.1
298,AAPL,2023-10-24,173.44
299,AAPL,2023-10-23,173.0
300,AAPL,2023-10-20,172.88
301,AAPL,2023-10-19,175.46
302,AAPL,2023-10-18,175.84
303,AAPL,2023-10-17,177.15
304,AAPL,2023-10-16,178.72
305,AAPL,2023-10-13,178.85
306,AAPL,2023-10-12,180.71
307,AAPL,2023-10-11,179.8
308,AAPL,2023-10-10,178.39
309,AAPL,2023-10-09,178.99
310,AAPL,2023-10-06,177.49
311,AAPL,2023-10-05,174.91
312,AAPL,2023-10-04,173.66
313,AAPL,2023-10-03,172.4
314,AAPL,2023-10-02,173.75
315,AAPL,2023-09-29,171.21
316,AAPL,2023-09-28,170.69
317,AAPL,2023-09-27,170.43
318,AAPL,2023-09-26,171.96
319,AAPL,2023-09-25,176.08
320,AAPL,2023-09-22,174.79
321,AAPL,2023-09-21,173.93
322,AAPL,2023-09-20,175.49
323,AAPL,2023-09-19,179.07
324,AAPL,2023-09-18,177.97
325,AAPL,2023-09-15,175.01
326,AAPL,2023-09-14,175.74
327,AAPL,2023-09-13,174.21
328,AAPL,2023-09-12,176.3
329,AAPL,2023-09-11,179.36
330,AAPL,2023-09-08,178.18
331,AAPL,2023-09-07,177.56
332,AAPL,2023-09-06,182.91
333,AAPL,2023-09-05,189.7
334,AAPL,2023-09-01,189.46
335,AAPL,2023-08-31,187.87
336,AAPL,2023-08-30,187.65
337,AAPL,2023-08-29,184.12
338,AAPL,2023-08-28,180.19
339,AAPL,2023-08-25,178.61
340,AAPL,2023-08-24,176.38
341,AAPL,2023-08-23,181.12
342,AAPL,2023-08-22,177.23
343,AAPL,2023-08-21,175.84
344,AAPL,2023-08-18,174.49
345,AAPL,2023-08-17,174.0
346,AAPL,2023-08-16,176.57
347,AAPL,2023-08-15,177.45
348,AAPL,2023-08-14,179.46
349,AAPL,2023-08-11,177.79
350,AAPL,2023-08-10,177.97
351,AAPL,2023-08-09,178.19
352,AAPL,2023-08-08,179.8
353,AAPL,2023-08-07,178.85
354,AAPL,2023-08-04,181.99
355,AAPL,2023-08-03,191.17
356,AAPL,2023-08-02,192.58
357,AAPL,2023-08-01,195.61
358,AAPL,2023-07-31,196.45
359,AAPL,2023-07-28,195.83
360,AAPL,2023-07-27,193.22
361,AAPL,2023-07-26,194.5
362,AAPL,2023-07-25,193.62
363,AAPL,2023-07-24,192.75
364,AAPL,2023-07-21,191.94
365,AAPL,2023-07-20,193.13
366,AAPL,2023-07-19,195.1
367,AAPL,2023-07-18,193.73
368,AAPL,2023-07-17,193.99
369,AAPL,2023-07-14,190.69
370,AAPL,2023-07-13,190.54
371,AAPL,2023-07-12,189.77
372,AAPL,2023-07-11,188.08
373,AAPL,2023-07-10,188.61
374,AAPL,2023-07-07,190.68
375,AAPL,2023-07-06,191.81
376,AAPL,2023-07-05,191.33
377,AAPL,2023-07-03,192.46
378,AAPL,2023-06-30,193.97
379,AAPL,2023-06-29,189.59
380,AAPL,2023-06-28,189.25
381,AAPL,2023-06-27,188.06
382,AAPL,2023-06-26,185.27
383,AAPL,2023-06-23,186.68
384,AAPL,2023-06-22,187.0
385,AAPL,2023-06-21,183.96
386,AAPL,2023-06-20,185.01
387,AAPL,2023-06-16,184.92
388,AAPL,2023-06-15,186.01
389,AAPL,2023-06-14,183.95
390,AAPL,2023-06-13,183.31
391,AAPL,2023-06-12,183.79
392,AAPL,2023-06-09,180.96
393,AAPL,2023-06-08,180.57
394,AAPL,2023-06-07,177.82
395,AAPL,2023-06-06,179.21
396,AAPL,2023-06-05,179.58
397,AAPL,2023-06-02,180.95
398,AAPL,2023-06-01,180.09
399,AAPL,2023-05-31,177.25
400,AAPL,2023-05-30,177.3
401,AAPL,2023-05-26,175.43
402,AAPL,2023-05-25,172.99
403,AAPL,2023-05-24,171.84
404,AAPL,2023-05-23,171.56
405,AAPL,2023-05-22,174.2
406,AAPL,2023-05-19,175.16
407,AAPL,2023-05-18,175.05
408,AAPL,2023-05-17,172.69
409,AAPL,2023-05-16,172.07
410,AAPL,2023-05-15,172.07
411,AAPL,2023-05-12,172.57
412,AAPL,2023-05-11,173.75
413,AAPL,2023-05-10,173.56
414,AAPL,2023-05-09,171.77
415,AAPL,2023-05-08,173.5
416,AAPL,2023-05-05,173.57
417,AAPL,2023-05-04,165.79
418,AAPL,2023-05-03,167.45
419,AAPL,2023-05-02,168.54
420,AAPL,2023-05-01,169.59
421,AAPL,2023-04-28,169.68
422,AAPL,2023-04-27,168.41
423,AAPL,2023-04-26,163.76
424,AAPL,2023-04-25,163.77
425,AAPL,2023-04-24,165.33
426,AAPL,2023-04-21,165.02
427,AAPL,2023-04-20,166.65
428,AAPL,2023-04-19,167.63
429,AAPL,2023-04-18,166.47
430,AAPL,2023-04-17,165.23
431,AAPL,2023-04-14,165.21
432,AAPL,2023-04-13,165.56
433,AAPL,2023-04-12,160.1
434,AAPL,2023-04-11,160.8
435,AAPL,2023-04-10,162.03
436,AAPL,2023-04-06,164.66
437,AAPL,2023-04-05,163.76
438,AAPL,2023-04-04,165.63
439,AAPL,2023-04-03,166.17
440,AAPL,2023-03-31,164.9
441,AAPL,2023-03-30,162.36
442,AAPL,2023-03-29,160.77
443,AAPL,2023-03-28,157.65
444,AAPL,2023-03-27,158.28
445,AAPL,2023-03-24,160.25
446,AAPL,2023-03-23,158.93
447,AAPL,2023-03-22,157.83
448,AAPL,2023-03-21,159.28
449,AAPL,2023-03-20,157.4
450,AAPL,2023-03-17,155.0
451,AAPL,2023-03-16,155.85
452,AAPL,2023-03-15,152.99
453,AAPL,2023-03-14,152.59
454,AAPL,2023-03-13,150.47
455,AAPL,2023-03-10,148.5
456,AAPL,2023-03-09,150.59
457,AAPL,2023-03-08,152.87
458,AAPL,2023-03-07,151.6
459,AAPL,2023-03-06,153.83
460,AAPL,2023-03-03,151.03
461,AAPL,2023-03-02,145.91
462,AAPL,2023-03-01,145.31
463,AAPL,2023-02-28,147.41
464,AAPL,2023-02-27,147.92
465,AAPL,2023-02-24,146.71
466,AAPL,2023-02-23,149.4
467,AAPL,2023-02-22,148.91
468,AAPL,2023-02-21,148.48
469,AAPL,2023-02-17,152.55
470,AAPL,2023-02-16,153.71
471,AAPL,2023-02-15,155.33
472,AAPL,2023-02-14,153.2
473,AAPL,2023-02-13,153.85
474,AAPL,2023-02-10,151.01
475,AAPL,2023-02-09,150.87
476,AAPL,2023-02-08,151.92
477,AAPL,2023-02-07,154.65
478,AAPL,2023-02-06,151.73
479,AAPL,2023-02-03,154.5
480,AAPL,2023-02-02,150.82
481,AAPL,2023-02-01,145.43
482,AAPL,2023-01-31,144.29
483,AAPL,2023-01-30,143.0
484,AAPL,2023-01-27,145.93
485,AAPL,2023-01-26,143.96
486,AAPL,2023-01-25,141.86
487,AAPL,2023-01-24,142.53
488,AAPL,2023-01-23,141.11
489,AAPL,2023-01-20,137.87
490,AAPL,2023-01-19,135.27
491,AAPL,2023-01-18,135.21
492,AAPL,2023-01-17,135.94
493,AAPL,2023-01-13,134.76
494,AAPL,2023-01-12,133.41
495,AAPL,2023-01-11,133.49
496,AAPL,2023-01-10,130.73
497,AAPL,2023-01-09,130.15
498,AAPL,2023-01-06,129.62
499,AAPL,2023-01-05,125.02
500,AAPL,2023-01-04,126.36
501,AAPL,2023-01-03,125.07
502,AAPL,2022-12-30,129.93
503,AAPL,2022-12-29,129.61
504,AAPL,2022-12-28,126.04
505,AAPL,2022-12-27,130.03
506,AAPL,2022-12-23,131.86
507,AAPL,2022-12-22,132.23
508,AAPL,2022-12-21,135.45
509,AAPL,2022-12-20,132.3
510,AAPL,2022-12-19,132.37
511,AAPL,2022-12-16,134.51
512,AAPL,2022-12-15,136.5
513,AAPL,2022-12-14,143.21
514,AAPL,2022-12-13,145.47
515,AAPL,2022-12-12,144.49
516,AAPL,2022-12-09,142.16
517,AAPL,2022-12-08,142.65
518,AAPL,2022-12-07,140.94
519,AAPL,2022-12-06,142.91
520,AAPL,2022-12-05,146.63
521,AAPL,2022-12-02,147.81
522,AAPL,2022-12-01,148.31
523,AAPL,2022-11-30,148.03
524,AAPL,2022-11-29,141.17
525,AAPL,2022-11-28,144.22
526,AAPL,2022-11-25,148.11
527,AAPL,2022-11-23,151.07
528,AAPL,2022-11-22,150.18
529,AAPL,2022-11-21,148.01
530,AAPL,2022-11-18,151.29
531,AAPL,2022-11-17,150.72
532,AAPL,2022-11-16,148.79
533,AAPL,2022-11-15,150.04
534,AAPL,2022-11-14,148.28
535,AAPL,2022-11-11,149.7
536,AAPL,2022-11-10,146.87
537,AAPL,2022-11-09,134.87
538,AAPL,2022-11-08,139.5
539,AAPL,2022-11-07,138.92
540,AAPL,2022-11-04,138.38
541,AAPL,2022-11-03,138.88
542,AAPL,2022-11-02,145.03
543,AAPL,2022-11-01,150.65
544,AAPL,2022-10-31,153.34
545,AAPL,2022-10-28,155.74
546,AAPL,2022-10-27,144.8
547,AAPL,2022-10-26,149.35
548,AAPL,2022-10-25,152.34
549,AAPL,2022-10-24,149.45
550,AAPL,2022-10-21,147.27
551,AAPL,2022-10-20,143.39
552,AAPL,2022-10-19,143.86
553,AAPL,2022-10-18,143.75
554,AAPL,2022-10-17,142.41
555,AAPL,2022-10-14,138.38
556,AAPL,2022-10-13,142.99
557,AAPL,2022-10-12,138.34
558,AAPL,2022-10-11,138.98
559,AAPL,2022-10-10,140.42
560,AAPL,2022-10-07,140.09
561,AAPL,2022-10-06,145.43
562,AAPL,2022-10-05,146.4
563,AAPL,2022-10-04,146.1
564,AAPL,2022-10-03,142.45
565,AAPL,2022-09-30,138.2
566,AAPL,2022-09-29,142.48
567,AAPL,2022-09-28,149.84
568,AAPL,2022-09-27,151.76
569,AAPL,2022-09-26,150.77
570,AAPL,2022-09-23,150.43
571,AAPL,2022-09-22,152.74
572,AAPL,2022-09-21,153.72
573,AAPL,2022-09-20,156.9
574,AAPL,2022-09-19,154.48
575,AAPL,2022-09-16,150.7
576,AAPL,2022-09-15,152.37
577,AAPL,2022-09-14,155.31
578,AAPL,2022-09-13,153.84
579,AAPL,2022-09-12,163.43
580,AAPL,2022-09-09,157.37
581,AAPL,2022-09-08,154.46
582,AAPL,2022-09-07,155.96
583,AAPL,2022-09-06,154.53
584,AAPL,2022-09-02,155.81
585,AAPL,2022-09-01,157.96
586,AAPL,2022-08-31,157.22
587,AAPL,2022-08-30,158.91
588,AAPL,2022-08-29,161.38
589,AAPL,2022-08-26,163.62
590,AAPL,2022-08-25,170.03
591,AAPL,2022-08-24,167.53
592,AAPL,2022-08-23,167.23
593,AAPL,2022-08-22,167.57
594,AAPL,2022-08-19,171.52
595,AAPL,2022-08-18,174.15
596,AAPL,2022-08-17,174.55
597,AAPL,2022-08-16,173.03
598,AAPL,2022-08-15,173.19
599,AAPL,2022-08-12,172.1
600,AAPL,2022-08-11,168.49
601,AAPL,2022-08-10,169.24
602,AAPL,2022-08-09,164.92
603,AAPL,2022-08-08,164.87
604,AAPL,2022-08-05,165.35
605,AAPL,2022-08-04,165.81
606,AAPL,2022-08-03,166.13
607,AAPL,2022-08-02,160.01
608,AAPL,2022-08-01,161.51
609,AAPL,2022-07-29,162.51
610,AAPL,2022-07-28,157.35
611,AAPL,2022-07-27,156.79
612,AAPL,2022-07-26,151.6
613,AAPL,2022-07-25,152.95
614,AAPL,2022-07-22,154.09
615,AAPL,2022-07-21,155.35
616,AAPL,2022-07-20,153.04
617,AAPL,2022-07-19,151.0
618,AAPL,2022-07-18,147.07
619,AAPL,2022-07-15,150.17
620,AAPL,2022-07-14,148.47
621,AAPL,2022-07-13,145.49
622,AAPL,2022-07-12,145.86
623,AAPL,2022-07-11,144.87
624,AAPL,2022-07-08,147.04
625,AAPL,2022-07-07,146.35
626,AAPL,2022-07-06,142.92
627,AAPL,2022-07-05,141.56
628,AAPL,2022-07-01,138.93
629,AAPL,2022-06-30,136.72
630,AAPL,2022-06-29,139.23
631,AAPL,2022-06-28,137.44
632,AAPL,2022-06-27,141.66
633,AAPL,2022-06-24,141.66
634,AAPL,2022-06-23,138.27
635,AAPL,2022-06-22,135.35
636,AAPL,2022-06-21,135.87
637,AAPL,2022-06-17,131.56
638,AAPL,2022-06-16,130.06
639,AAPL,2022-06-15,135.43
640,AAPL,2022-06-14,132.76
641,AAPL,2022-06-13,131.88
642,AAPL,2022-06-10,137.13
643,AAPL,2022-06-09,142.64
644,AAPL,2022-06-08,147.96
645,AAPL,2022-06-07,148.71
646,AAPL,2022-06-06,146.14
647,AAPL,2022-06-03,145.38
648,AAPL,2022-06-02,151.21
649,AAPL,2022-06-01,148.71
650,AAPL,2022-05-31,148.84
651,AAPL,2022-05-27,149.64
652,AAPL,2022-05-26,143.78
653,AAPL,2022-05-25,140.52
654,AAPL,2022-05-24,140.36
655,AAPL,2022-05-23,143.11
656,AAPL,2022-05-20,137.59
657,AAPL,2022-05-19,137.35
658,AAPL,2022-05-18,140.82
659,AAPL,2022-05-17,149.24
660,AAPL,2022-05-16,145.54
661,AAPL,2022-05-13,147.11
662,AAPL,2022-05-12,142.56
663,AAPL,2022-05-11,146.5
664,AAPL,2022-05-10,154.51
665,AAPL,2022-05-09,152.06
666,AAPL,2022-05-06,157.28
667,AAPL,2022-05-05,156.77
668,AAPL,2022-05-04,166.02
669,AAPL,2022-05-03,159.48
670,AAPL,2022-05-02,157.96
671,AAPL,2022-04-29,157.65
672,AAPL,2022-04-28,163.64
673,AAPL,2022-04-27,156.57
674,AAPL,2022-04-26,156.8
675,AAPL,2022-04-25,162.88
676,AAPL,2022-04-22,161.79
677,AAPL,2022-04-21,166.42
678,AAPL,2022-04-20,167.23
679,AAPL,2022-04-19,167.4
680,AAPL,2022-04-18,165.07
681,AAPL,2022-04-14,165.29
682,AAPL,2022-04-13,170.4
683,AAPL,2022-04-12,167.66
684,AAPL,2022-04-11,165.75
685,AAPL,2022-04-08,170.09
686,AAPL,2022-04-07,172.14
687,AAPL,2022-04-06,171.83
688,AAPL,2022-04-05,175.06
689,AAPL,2022-04-04,178.44
690,AAPL,2022-04-01,174.31
691,AAPL,2022-03-31,174.61
692,AAPL,2022-03-30,177.77
693,AAPL,2022-03-29,178.96
694,AAPL,2022-03-28,175.6
695,AAPL,2022-03-25,174.72
696,AAPL,2022-03-24,174.07
697,AAPL,2022-03-23,170.21
698,AAPL,2022-03-22,168.82
699,AAPL,2022-03-21,165.38
700,AAPL,2022-03-18,163.98
701,AAPL,2022-03-17,160.62
702,AAPL,2022-03-16,159.59
703,AAPL,2022-03-15,155.09
704,AAPL,2022-03-14,150.62
705,AAPL,2022-03-11,154.73
706,AAPL,2022-03-10,158.52
707,AAPL,2022-03-09,162.95
708,AAPL,2022-03-08,157.44
709,AAPL,2022-03-07,159.3
710,AAPL,2022-03-04,163.17
711,AAPL,2022-03-03,166.23
712,AAPL,2022-03-02,166.56
713,AAPL,2022-03-01,163.2
714,AAPL,2022-02-28,165.12
715,AAPL,2022-02-25,164.85
716,AAPL,2022-02-24,162.74
717,AAPL,2022-02-23,160.07
718,AAPL,2022-02-22,164.32
719,AAPL,2022-02-18,167.3
720,AAPL,2022-02-17,168.88
721,AAPL,2022-02-16,172.55
722,AAPL,2022-02-15,172.79
723,AAPL,2022-02-14,168.88
724,AAPL,2022-02-11,168.64
725,AAPL,2022-02-10,172.12
726,AAPL,2022-02-09,176.28
727,AAPL,2022-02-08,174.83
728,AAPL,2022-02-07,171.66
729,AAPL,2022-02-04,172.39
730,AAPL,2022-02-03,172.9
731,AAPL,2022-02-02,175.84
732,AAPL,2022-02-01,174.61
733,AAPL,2022-01-31,174.78
734,AAPL,2022-01-28,170.33
735,AAPL,2022-01-27,159.22
736,AAPL,2022-01-26,159.69
737,AAPL,2022-01-25,159.78
738,AAPL,2022-01-24,161.62
739,AAPL,2022-01-21,162.41
740,AAPL,2022-01-20,164.51
741,AAPL,2022-01-19,166.23
742,AAPL,2022-01-18,169.8
743,AAPL,2022-01-14,173.07
744,AAPL,2022-01-13,172.19
745,AAPL,2022-01-12,175.53
746,AAPL,2022-01-11,175.08
747,AAPL,2022-01-10,172.19
748,AAPL,2022-01-07,172.17
749,AAPL,2022-01-06,172.0
750,AAPL,2022-01-05,174.92
751,AAPL,2022-01-04,179.7
752,AAPL,2022-01-03,182.01
753,AAPL,2021-12-31,177.57
754,AAPL,2021-12-30,178.2
755,AAPL,2021-12-29,179.38
756,AAPL,2021-12-28,179.29
757,AAPL,2021-12-27,180.33
758,AAPL,2021-12-23,176.28
759,AAPL,2021-12-22,175.64
760,AAPL,2021-12-21,172.99
761,AAPL,2021-12-20,169.75
762,AAPL,2021-12-17,171.14
763,AAPL,2021-12-16,172.26
764,AAPL,2021-12-15,179.3
765,AAPL,2021-12-14,174.33
766,AAPL,2021-12-13,175.74
767,AAPL,2021-12-10,179.45
768,AAPL,2021-12-09,174.56
769,AAPL,2021-12-08,175.08
770,AAPL,2021-12-07,171.18
771,AAPL,2021-12-06,165.32
772,AAPL,2021-12-03,161.84
773,AAPL,2021-12-02,163.76
774,AAPL,2021-12-01,164.77
775,AAPL,2021-11-30,165.3
